178.904, 129.293, 8.333, 20.879 False
178.627, 129.296, 8.333, 20.912 False
178.349, 129.300, 8.333, 20.945 False
178.071, 129.303, 8.333, 20.978 False
177.793, 129.307, 8.333, 21.011 False
177.516, 129.310, 8.333, 21.044 False
177.238, 129.314, 8.333, 21.077 False
176.960, 129.317, 8.333, 21.110 False
176.682, 129.321, 8.333, 21.143 False
176.405, 129.324, 8.333, 21.176 False
176.127, 129.327, 8.333, 21.209 False
175.849, 129.331, 8.333, 21.242 False
175.571, 129.334, 8.333, 21.275 False
175.294, 129.338, 8.330, 21.308 False
175.017, 129.341, 8.305, 21.341 False
174.742, 129.345, 8.246, 21.374 False
174.470, 129.348, 8.157, 21.407 False
174.201, 129.351, 8.043, 21.440 False
173.937, 129.355, 7.909, 21.473 False
173.678, 129.358, 7.763, 21.506 False
173.425, 129.361, 7.605, 21.539 False
173.176, 129.364, 7.438, 21.572 False
172.934, 129.367, 7.269, 21.605 False
172.697, 129.370, 7.098, 21.638 False
172.465, 129.372, 6.931, 21.671 False
172.239, 129.375, 6.771, 21.704 False
172.017, 129.378, 6.624, 21.737 False
171.800, 129.380, 6.486, 21.770 False
171.588, 129.383, 6.360, 21.803 False
171.379, 129.385, 6.240, 21.836 False
171.173, 129.388, 6.132, 21.869 False
170.971, 129.390, 6.028, 21.902 False
170.773, 129.392, 5.937, 21.935 False
